Record_ID,District_ID,Date,Precipitation_mm,Historical_Avg_mm
3387,13,2023-11-20,78.0,53.59
3388,23,2023-05-19,13.64,13.37
3389,13,2023-06-21,168.91,186.43
3390,9,2023-01-17,49.66,21.08
3391,4,2023-05-24,39.2,17.69
3392,9,2023-02-26,42.86,27.87
3393,30,2023-08-23,152.09,131.26
3394,27,2023-03-29,25.54,23.93
3395,22,2023-04-23,43.66,30.03
3396,19,2023-11-06,98.35,94.72
3397,11,2023-11-23,0.0,38.82
3398,11,2023-10-23,31.54,55.39
3399,15,2023-02-14,34.33,9.39
3400,27,2023-09-25,169.51,153.2
3401,32,2023-04-21,35.43,36.7
3402,31,2023-08-25,241.52,185.78
3403,18,2023-01-08,5.63,13.28
3404,28,2023-05-07,33.59,28.81
3405,16,2023-06-17,276.72,254.79
3406,28,2023-10-24,20.28,27.5
3407,15,2023-10-30,99.88,93.46
3408,10,2023-10-21,26.96,43.76
3409,1,2023-08-02,203.38,253.85
3410,3,2023-01-21,25.43,24.98
3411,31,2023-09-16,221.13,185.26
3412,3,2023-08-06,200.66,185.5
3413,26,2023-09-03,168.21,166.38
3414,7,2023-08-20,172.52,184.36
3415,32,2023-05-04,14.71,18.11
3416,6,2023-10-13,73.16,98.83
3417,1,2023-12-21,74.76,47.33
3418,27,2023-04-22,37.15,31.22
3419,9,2023-07-03,216.15,172.6
3420,19,2023-05-03,9.01,5.54
3421,6,2023-01-09,13.77,20.25
3422,31,2023-12-09,29.46,56.2
3423,20,2023-03-24,31.47,31.13
3424,30,2023-10-20,49.11,67.31
3425,2,2023-08-21,166.4,199.07
3426,30,2023-03-12,55.45,38.07
3427,26,2023-04-05,36.79,21.86
3428,24,2023-11-17,51.09,45.64
3429,30,2023-12-27,27.59,30.64
3430,1,2023-11-18,129.53,92.24
3431,5,2023-07-17,210.44,277.23
3432,22,2023-09-29,105.59,185.27
3433,3,2023-06-01,203.43,171.93
3434,28,2023-05-19,30.89,21.75
3435,14,2023-12-17,6.02,28.35
3436,6,2023-11-14,65.36,85.83
3437,22,2023-01-29,15.03,8.07
3438,33,2023-12-12,100.88,79.93
3439,24,2023-01-27,31.72,20.13
3440,8,2023-07-16,314.67,243.04
3441,24,2023-08-27,289.56,191.48
3442,3,2023-07-07,118.73,137.29
3443,24,2023-03-31,6.54,20.27
3444,5,2023-10-15,49.86,72.51
3445,14,2023-03-12,0.0,8.7
3446,22,2023-05-03,11.25,8.32
3447,8,2023-11-29,78.36,79.61
3448,31,2023-10-25,22.93,33.49
3449,14,2023-04-26,18.31,17.3
3450,21,2023-06-30,196.63,223.65
3451,18,2023-09-15,181.76,153.53
3452,28,2023-05-22,30.44,17.1
3453,4,2023-02-02,13.77,11.0
3454,24,2023-06-26,222.97,245.56
3455,29,2023-09-06,273.8,252.23
3456,33,2023-09-27,227.49,161.8
3457,8,2023-08-29,306.08,277.1
3458,19,2023-08-20,164.37,157.44
3459,24,2023-12-11,10.05,31.33
3460,5,2023-04-07,0.0,5.64
3461,30,2023-02-14,20.04,14.47
3462,6,2023-07-20,295.66,240.6
3463,12,2023-05-28,18.53,20.65
3464,5,2023-02-25,0.0,16.31
3465,11,2023-05-22,46.47,34.36
3466,8,2023-12-23,9.72,35.27
3467,10,2023-09-12,238.96,229.9
3468,10,2023-04-15,33.79,24.59
3469,2,2023-05-31,22.1,38.64
3470,27,2023-12-16,61.54,46.93
3471,9,2023-08-31,192.53,232.85
3472,23,2023-08-04,223.57,175.26
3473,29,2023-11-27,95.16,99.33
3474,2,2023-05-30,0.0,7.19
3475,13,2023-02-02,37.01,33.74
3476,2,2023-04-29,0.0,6.98
3477,22,2023-07-30,212.92,227.66
3478,22,2023-12-02,86.37,64.16
3479,21,2023-09-06,226.8,184.25
3480,29,2023-08-23,135.53,163.52
3481,20,2023-10-18,66.02,79.22
3482,9,2023-06-06,138.95,173.83
3483,11,2023-05-14,45.3,25.62
3484,15,2023-09-05,140.45,154.17
3485,24,2023-05-28,12.75,5.37
3486,4,2023-03-17,13.42,7.08
3487,23,2023-05-26,41.29,26.38
3488,30,2023-03-27,29.42,35.6
3489,11,2023-12-31,74.21,88.83
3490,19,2023-04-04,43.95,33.42
3491,12,2023-12-29,63.76,65.01
3492,10,2023-03-24,30.17,37.98
3493,16,2023-03-01,39.38,36.08
3494,3,2023-06-12,228.79,248.93
3495,9,2023-08-14,245.84,163.42
3496,17,2023-07-09,179.16,190.25
3497,12,2023-04-16,15.13,8.95
3498,3,2023-12-07,79.09,73.94
3499,21,2023-06-26,194.16,243.81
3500,10,2023-07-10,200.64,222.84
3501,29,2023-10-04,9.74,49.58
3502,11,2023-10-01,69.68,95.35
3503,20,2023-03-04,4.22,10.36
3504,2,2023-07-27,183.92,158.54
3505,32,2023-03-16,5.4,9.55
3506,30,2023-06-13,180.77,172.99
3507,10,2023-01-03,35.06,14.89
3508,33,2023-06-19,223.37,205.26
3509,19,2023-08-31,262.65,268.96
3510,19,2023-10-21,92.47,83.33
3511,10,2023-10-17,77.88,80.41
3512,29,2023-06-23,247.87,204.88
3513,8,2023-09-03,167.31,186.52
3514,3,2023-03-13,20.03,13.39
3515,8,2023-06-07,194.91,179.62
3516,2,2023-07-25,73.95,141.52
3517,15,2023-08-17,163.35,171.23
3518,23,2023-02-17,40.76,31.19
3519,21,2023-01-29,17.84,8.97
3520,13,2023-10-26,70.07,82.22
3521,15,2023-05-23,17.57,18.52
3522,13,2023-01-12,18.02,11.91
3523,6,2023-10-03,56.78,72.0
3524,29,2023-12-13,91.5,83.99
3525,6,2023-09-20,29.86,122.89
3526,26,2023-04-10,28.37,30.91
3527,32,2023-06-12,185.62,170.04
3528,33,2023-01-29,47.08,32.79
3529,24,2023-07-23,276.53,278.29
3530,10,2023-08-07,132.13,137.26
3531,24,2023-07-17,282.78,161.97
3532,24,2023-01-07,34.33,24.64
3533,19,2023-06-26,177.83,196.05
3534,23,2023-06-07,184.14,169.69
3535,29,2023-10-15,54.63,71.18
3536,6,2023-04-21,55.42,35.64
3537,29,2023-08-01,166.07,186.48
3538,29,2023-05-28,23.15,24.29
3539,11,2023-08-06,217.87,233.39
3540,27,2023-03-13,24.14,32.34
3541,6,2023-03-15,27.0,17.81
3542,14,2023-06-05,99.79,151.48
3543,31,2023-09-26,277.52,263.3
3544,22,2023-02-03,15.24,22.48
3545,25,2023-02-15,39.93,35.45
3546,1,2023-07-29,176.22,211.53
3547,18,2023-08-01,277.81,196.81
3548,12,2023-10-12,93.94,95.33
3549,30,2023-12-30,62.5,31.84
3550,9,2023-04-13,26.51,11.96
3551,12,2023-07-15,188.54,158.45
3552,19,2023-10-11,103.88,98.68
3553,32,2023-01-22,7.11,11.93
3554,20,2023-10-27,39.56,25.14
3555,20,2023-09-10,90.9,155.81
3556,30,2023-04-25,18.1,16.72
3557,2,2023-01-02,8.08,16.56
3558,10,2023-05-15,17.44,13.08
3559,20,2023-11-24,60.85,51.31
3560,31,2023-03-05,47.02,29.11
3561,19,2023-08-02,274.13,210.72
3562,12,2023-09-09,167.71,189.64
3563,16,2023-01-15,50.89,38.14
3564,8,2023-05-22,32.28,33.38
3565,32,2023-02-04,29.87,39.33
3566,24,2023-10-25,60.43,32.96
3567,31,2023-10-17,66.68,76.65
3568,28,2023-05-13,8.93,16.97
3569,31,2023-12-22,45.08,37.62
3570,8,2023-07-11,244.71,241.83
3571,33,2023-10-22,16.54,56.75
3572,2,2023-05-13,12.56,8.89
3573,11,2023-10-25,65.5,58.21
3574,4,2023-03-16,5.92,8.56
3575,21,2023-08-25,183.98,127.86
3576,9,2023-07-02,231.58,192.52
3577,11,2023-01-28,45.71,28.95
3578,18,2023-07-04,74.04,126.5
3579,27,2023-11-22,66.36,54.31
3580,23,2023-01-25,37.01,30.07
3581,19,2023-05-30,7.58,12.15
3582,5,2023-09-21,116.87,153.63
3583,13,2023-11-18,80.96,62.33
3584,12,2023-02-18,5.55,6.22
3585,11,2023-10-06,81.93,48.99
3586,21,2023-06-11,265.17,196.82
3587,20,2023-05-19,20.16,33.55
3588,24,2023-02-19,35.81,36.0
3589,23,2023-03-15,31.45,27.72
3590,1,2023-03-12,0.0,11.28
3591,19,2023-07-10,180.38,156.12
3592,32,2023-07-30,165.77,140.41
3593,22,2023-03-25,44.96,36.62
3594,7,2023-04-22,24.26,20.65
3595,10,2023-09-15,183.6,189.91
3596,15,2023-04-07,24.41,23.23
3597,8,2023-08-02,209.9,253.82
3598,30,2023-02-09,13.66,5.71
3599,8,2023-03-09,2.4,21.78
3600,2,2023-09-03,143.78,139.95
3601,23,2023-06-09,247.29,213.79
3602,24,2023-03-13,34.44,26.58
3603,29,2023-11-02,117.86,98.94
3604,22,2023-03-30,42.51,38.1
3605,20,2023-01-15,29.12,37.55
3606,8,2023-04-24,8.65,11.02
3607,9,2023-12-22,40.58,29.44
3608,10,2023-12-19,37.73,78.38
3609,15,2023-06-07,208.15,153.75
3610,9,2023-04-18,36.8,24.55
3611,9,2023-02-10,24.28,36.63
3612,28,2023-12-20,63.54,67.47
3613,8,2023-02-09,9.13,18.94
3614,2,2023-09-05,149.65,173.65
3615,28,2023-01-22,12.01,26.28
3616,13,2023-02-25,12.59,9.37
3617,3,2023-12-04,37.41,27.0
3618,33,2023-10-31,86.13,87.56
3619,4,2023-08-29,226.98,198.35
3620,8,2023-05-10,23.19,17.18
3621,3,2023-02-03,62.31,36.23
3622,20,2023-12-08,53.83,99.98
3623,1,2023-02-19,52.02,34.52
3624,8,2023-11-05,91.85,73.81
3625,14,2023-10-28,94.48,97.59
3626,13,2023-04-05,20.44,7.2
3627,23,2023-01-15,32.48,21.66
3628,6,2023-03-16,42.85,23.83
3629,18,2023-10-24,39.43,60.16
3630,23,2023-06-30,156.83,200.04
3631,11,2023-09-14,88.11,145.7
3632,16,2023-09-16,161.82,213.94
3633,5,2023-02-20,10.15,7.33
3634,1,2023-09-28,283.18,227.33
3635,14,2023-04-09,26.47,29.61
3636,19,2023-03-29,16.38,38.47
3637,1,2023-02-20,9.47,31.83
3638,14,2023-09-16,209.87,164.07
3639,31,2023-07-07,184.32,249.15
3640,12,2023-08-14,208.88,256.0
3641,7,2023-04-03,47.13,34.62
3642,23,2023-07-14,235.85,256.12
3643,28,2023-04-20,0.0,19.84
3644,33,2023-04-27,43.71,39.9
3645,27,2023-02-27,28.02,32.03
3646,21,2023-03-05,19.36,10.81
3647,30,2023-02-26,25.02,31.11
3648,9,2023-09-11,117.27,220.86
3649,24,2023-12-27,121.06,93.09
3650,19,2023-10-13,37.14,45.13
3651,3,2023-02-12,0.0,29.43
3652,21,2023-09-10,146.44,150.69
3653,8,2023-07-17,213.82,173.41
3654,19,2023-08-22,185.86,131.49
3655,20,2023-12-18,82.3,81.05
3656,29,2023-04-26,6.26,14.1
3657,27,2023-05-29,12.69,25.57
3658,28,2023-04-07,5.25,14.75
3659,5,2023-09-01,324.66,263.44
3660,24,2023-04-02,46.77,37.13
3661,1,2023-12-12,77.37,93.39
3662,32,2023-12-11,100.92,88.25
3663,7,2023-07-22,190.93,152.6
3664,29,2023-09-25,291.58,241.42
3665,6,2023-03-03,28.94,23.64
3666,10,2023-07-22,142.25,136.17
3667,26,2023-12-22,56.56,48.16
3668,7,2023-03-28,9.56,8.35
3669,5,2023-07-06,135.35,123.61
3670,13,2023-06-23,249.97,228.34
3671,13,2023-11-01,53.63,64.19
3672,26,2023-03-04,23.91,18.72
3673,15,2023-08-06,189.69,198.4
3674,32,2023-05-23,4.84,16.08
3675,18,2023-11-26,35.38,27.67
3676,26,2023-07-02,99.03,122.89
3677,31,2023-12-08,86.97,95.07
3678,26,2023-09-06,204.82,173.29
3679,33,2023-05-23,21.81,19.93
3680,10,2023-08-21,265.59,217.4
3681,7,2023-03-04,52.45,37.44
3682,17,2023-09-08,294.6,245.91
3683,32,2023-04-29,12.56,9.07
3684,9,2023-01-16,36.26,37.3
3685,7,2023-01-28,49.55,35.94
3686,5,2023-09-13,120.89,127.74
3687,2,2023-04-02,4.2,10.2
3688,25,2023-11-06,0.0,44.76
3689,21,2023-03-20,17.0,17.48
3690,20,2023-11-15,59.47,84.54
3691,7,2023-02-09,27.78,28.15
3692,32,2023-08-27,187.34,231.62
3693,13,2023-05-31,42.54,23.55
3694,32,2023-09-09,211.71,274.98
3695,33,2023-05-14,0.0,8.32
3696,22,2023-10-04,34.28,68.27
3697,2,2023-01-17,3.65,10.33
3698,28,2023-03-02,28.4,38.46
3699,25,2023-08-19,284.22,237.46
3700,21,2023-07-12,164.26,140.41
3701,29,2023-08-24,180.78,257.49
3702,3,2023-01-17,45.33,33.55
3703,12,2023-10-13,73.78,85.19
3704,20,2023-12-28,33.78,37.53
3705,11,2023-09-09,190.08,278.85
3706,28,2023-03-10,25.49,15.09
3707,20,2023-07-19,121.33,161.12
3708,32,2023-02-26,60.39,38.79
3709,32,2023-12-04,62.92,76.29
3710,31,2023-09-01,175.07,132.67
3711,11,2023-09-17,152.58,198.05
3712,4,2023-07-20,244.12,272.42
3713,17,2023-09-11,169.85,191.04
3714,25,2023-11-12,35.88,46.05
3715,23,2023-05-26,29.41,39.98
3716,21,2023-02-01,13.75,28.08
3717,2,2023-10-30,36.47,47.05
3718,3,2023-03-07,10.66,15.94
3719,24,2023-06-28,153.65,136.95
3720,2,2023-11-17,75.08,84.82
3721,22,2023-07-14,169.19,206.07
3722,7,2023-08-08,218.11,237.89
3723,23,2023-07-02,160.32,216.22
3724,27,2023-06-29,43.68,120.22
3725,4,2023-12-05,76.28,62.28
3726,16,2023-05-07,42.35,35.78
3727,16,2023-11-28,47.96,61.58
3728,20,2023-10-31,65.83,61.6
3729,6,2023-12-19,7.39,36.61
3730,5,2023-06-06,137.56,187.77
3731,8,2023-06-22,201.71,211.46
3732,11,2023-01-11,49.27,39.34
3733,21,2023-01-20,58.23,31.57
3734,30,2023-12-03,36.21,32.67
3735,28,2023-10-18,93.02,88.34
3736,33,2023-08-04,223.62,221.83
3737,18,2023-01-11,27.29,34.19
3738,31,2023-10-29,66.78,44.47
3739,2,2023-06-12,117.09,188.88
3740,25,2023-10-20,88.07,92.09
3741,25,2023-06-15,235.65,206.81
3742,7,2023-09-08,204.37,200.78
3743,7,2023-12-20,65.72,91.53
3744,14,2023-06-22,119.02,186.9
3745,32,2023-09-15,198.43,207.46
3746,22,2023-03-27,51.49,15.71
3747,20,2023-07-06,192.55,268.35
3748,28,2023-04-14,47.2,27.79
3749,32,2023-11-22,82.59,82.6
3750,5,2023-10-02,44.85,33.41
3751,14,2023-05-28,31.91,20.43
3752,17,2023-01-25,18.21,18.82
3753,20,2023-10-21,105.74,96.5
3754,26,2023-04-26,5.12,5.29
3755,6,2023-10-24,90.56,92.41
3756,7,2023-10-31,30.37,29.77
3757,22,2023-05-20,48.27,12.74
3758,5,2023-10-18,43.62,27.57
3759,31,2023-08-07,263.63,147.26
3760,14,2023-06-27,143.38,143.74
3761,5,2023-11-30,86.97,54.91
3762,20,2023-09-16,145.92,186.65
3763,20,2023-08-10,263.66,223.76
3764,21,2023-04-13,4.24,23.33
3765,27,2023-07-25,97.03,123.92
3766,17,2023-11-16,90.12,93.51
3767,33,2023-08-21,92.61,186.51
3768,12,2023-01-10,20.2,26.96
3769,12,2023-10-23,109.26,83.83
3770,32,2023-04-20,45.82,36.71
3771,30,2023-05-18,22.22,35.22
3772,28,2023-10-17,86.05,72.83
3773,4,2023-09-25,237.07,200.97
3774,13,2023-07-06,262.39,238.84
3775,30,2023-03-17,39.93,34.63
3776,16,2023-03-19,30.63,33.83
3777,20,2023-08-11,276.95,229.24
3778,27,2023-06-13,313.08,270.82
3779,5,2023-11-21,117.57,87.41
3780,14,2023-07-31,204.73,154.2
3781,18,2023-05-27,14.29,28.01
3782,11,2023-05-12,30.24,33.22
3783,16,2023-07-27,76.55,201.64
3784,16,2023-02-28,0.0,9.23
3785,10,2023-04-09,10.33,19.91
3786,2,2023-05-06,8.89,14.88
3787,20,2023-08-26,218.67,157.32
3788,32,2023-10-14,73.34,61.05
3789,28,2023-08-05,314.55,269.05
3790,3,2023-04-14,22.06,11.89
3791,11,2023-05-20,26.91,32.21
3792,9,2023-01-15,25.17,12.47
3793,17,2023-05-23,12.05,18.48
3794,12,2023-11-26,111.44,80.25
3795,3,2023-09-06,110.46,138.17
3796,2,2023-01-29,22.87,13.71
3797,6,2023-06-10,226.52,214.46
3798,20,2023-02-02,16.58,36.77
3799,27,2023-07-06,230.5,255.43
3800,6,2023-07-23,205.13,205.64
3801,9,2023-05-01,20.46,29.67
3802,8,2023-10-20,39.55,45.89
3803,33,2023-03-03,45.17,32.01
3804,17,2023-09-12,147.58,171.12
3805,6,2023-05-02,0.0,10.72
3806,8,2023-06-10,24.81,122.58
3807,22,2023-10-27,32.13,33.78
3808,25,2023-05-01,16.14,16.95
3809,28,2023-04-22,66.71,38.76
3810,10,2023-02-24,19.49,17.47
3811,12,2023-04-20,16.32,16.32
3812,18,2023-08-14,177.79,197.38
3813,27,2023-05-11,9.99,10.52
3814,4,2023-09-09,246.05,174.24
3815,24,2023-12-25,67.87,36.02
3816,8,2023-06-12,179.91,165.12
3817,28,2023-09-01,100.37,155.01
3818,16,2023-05-23,29.26,28.33
3819,10,2023-07-05,149.97,216.85
3820,31,2023-07-08,172.94,133.83
3821,20,2023-01-11,26.57,31.58
3822,3,2023-12-06,4.34,42.76
3823,4,2023-12-20,57.09,72.05
3824,16,2023-05-10,24.6,19.58
3825,25,2023-06-08,236.51,181.67
3826,24,2023-12-17,71.2,68.76
3827,8,2023-10-01,43.01,29.62
3828,16,2023-08-15,220.02,169.41
3829,25,2023-01-05,22.54,15.24
3830,26,2023-05-11,25.01,17.33
3831,20,2023-02-16,13.14,15.46
3832,16,2023-06-02,134.29,133.23
3833,14,2023-03-24,10.04,9.42
3834,29,2023-11-20,72.23,99.42
3835,21,2023-11-26,74.79,73.95
3836,27,2023-01-18,13.77,22.38
3837,18,2023-02-11,8.69,10.05
3838,32,2023-08-30,315.21,279.13
3839,27,2023-06-20,148.47,187.21
3840,28,2023-02-21,23.72,20.9
3841,11,2023-12-24,52.18,42.91
3842,17,2023-09-17,276.53,251.87
3843,5,2023-06-30,215.72,235.78
3844,27,2023-11-05,68.81,58.9
3845,21,2023-08-21,292.81,230.7
3846,2,2023-01-27,23.37,12.85
3847,12,2023-11-19,34.75,32.38
3848,29,2023-11-25,52.94,36.54
3849,9,2023-01-02,7.79,32.77
3850,26,2023-04-13,13.32,5.25
3851,20,2023-06-10,42.79,129.75
3852,6,2023-02-26,0.0,11.46
3853,11,2023-05-08,22.65,18.84
3854,9,2023-11-01,41.44,47.36
3855,27,2023-06-13,185.98,215.77
3856,29,2023-09-02,270.95,270.76
3857,9,2023-05-14,12.47,23.45
3858,12,2023-12-18,41.03,50.39
3859,21,2023-05-25,11.81,5.72
3860,13,2023-02-13,9.14,35.52
3861,27,2023-07-08,169.97,229.98
3862,12,2023-07-21,110.28,124.46
3863,25,2023-10-20,115.23,85.38
3864,15,2023-01-11,16.79,8.87
3865,2,2023-10-13,98.6,89.66
3866,15,2023-02-15,34.47,22.58
3867,30,2023-04-12,25.36,30.25
3868,17,2023-12-26,52.89,33.12
3869,11,2023-01-26,13.25,19.73
3870,26,2023-11-13,46.7,40.45
3871,28,2023-11-04,15.52,36.07
3872,17,2023-03-18,48.67,31.45
3873,6,2023-07-08,258.88,274.3
3874,11,2023-10-18,71.53,85.76
3875,8,2023-01-08,21.2,14.32
3876,28,2023-08-21,255.35,277.93
3877,32,2023-03-02,16.04,24.49
3878,15,2023-04-15,0.0,10.95
3879,13,2023-05-17,36.95,31.67
3880,19,2023-09-11,138.71,124.26
3881,25,2023-03-08,17.06,24.67
3882,28,2023-04-16,18.81,32.47
3883,14,2023-05-25,28.49,11.72
3884,13,2023-08-03,328.96,272.66
3885,12,2023-07-29,250.57,244.03
3886,10,2023-01-15,28.31,11.54
3887,19,2023-05-15,42.94,19.89
3888,16,2023-11-13,81.24,70.58
3889,29,2023-05-08,9.87,18.79
3890,24,2023-10-26,66.52,77.04
3891,30,2023-02-13,15.58,27.59
3892,1,2023-08-29,228.18,161.99
3893,9,2023-06-15,230.49,241.56
3894,26,2023-12-18,101.21,70.89
3895,14,2023-07-16,217.85,179.76
3896,28,2023-11-02,86.8,76.62
3897,17,2023-02-07,48.36,22.94
3898,7,2023-10-13,63.69,75.99
3899,4,2023-01-27,15.14,24.56
3900,22,2023-05-01,41.23,38.31
3901,31,2023-07-01,291.69,246.52
3902,3,2023-01-03,0.0,6.66
3903,17,2023-09-16,163.88,126.6
3904,25,2023-06-04,207.36,256.34
3905,26,2023-12-10,19.16,66.94
3906,24,2023-03-09,20.09,10.66
3907,3,2023-10-25,74.65,33.88
3908,12,2023-05-14,30.61,37.01
3909,11,2023-09-15,160.37,134.42
3910,32,2023-06-23,275.87,215.78
3911,30,2023-03-09,27.53,15.24
3912,6,2023-06-12,166.8,138.06
3913,28,2023-03-14,40.37,23.67
3914,17,2023-03-01,18.29,17.88
3915,21,2023-01-23,13.8,9.38
3916,9,2023-09-13,53.23,123.48
3917,18,2023-07-04,263.41,203.29
3918,28,2023-05-25,7.08,29.58
3919,17,2023-11-10,35.82,72.56
3920,17,2023-09-22,109.46,186.73
3921,21,2023-08-12,365.48,226.21
3922,11,2023-06-11,107.92,189.18
3923,32,2023-03-19,37.21,39.71
3924,29,2023-01-28,14.47,8.91
3925,13,2023-03-18,40.64,34.39
3926,4,2023-04-28,27.88,29.89
3927,12,2023-01-19,22.89,15.35
3928,31,2023-05-14,34.79,33.41
3929,11,2023-12-28,65.41,80.64
3930,30,2023-08-12,277.18,251.95
3931,8,2023-09-11,155.52,164.18
3932,3,2023-08-15,284.76,257.23
3933,23,2023-12-30,25.39,44.97
3934,32,2023-08-23,227.25,225.62
3935,32,2023-02-27,36.56,34.26
3936,10,2023-03-05,28.22,6.58
3937,23,2023-02-17,49.95,37.67
3938,14,2023-05-26,43.08,32.81
3939,12,2023-03-28,51.06,31.17
3940,33,2023-05-20,21.87,26.88
3941,14,2023-10-26,81.39,89.05
3942,1,2023-09-27,131.84,136.33
3943,12,2023-08-02,255.11,216.23
3944,5,2023-05-07,32.27,33.5
3945,32,2023-12-13,66.57,63.98
3946,7,2023-06-18,215.16,145.29
3947,2,2023-05-26,3.07,9.37
3948,8,2023-07-21,219.51,268.88
3949,24,2023-10-30,79.18,84.98
3950,7,2023-06-15,35.84,162.5
3951,10,2023-01-15,22.24,29.65
3952,6,2023-08-24,158.92,126.69
3953,31,2023-08-21,128.18,219.82
3954,18,2023-11-01,99.31,73.29
3955,1,2023-06-18,181.26,208.1
3956,3,2023-12-02,28.02,57.11
3957,29,2023-06-16,289.11,260.84
3958,9,2023-04-19,48.56,29.12
3959,4,2023-11-26,100.03,95.43
3960,19,2023-06-15,156.66,230.34
3961,4,2023-02-06,35.14,28.77
3962,25,2023-02-17,14.68,32.86
3963,26,2023-05-11,14.84,21.63
3964,12,2023-05-03,52.07,37.86
3965,26,2023-02-15,18.74,23.69
3966,2,2023-04-17,11.97,10.96
3967,11,2023-07-18,233.6,221.27
3968,26,2023-05-26,0.0,7.2
3969,10,2023-03-03,26.97,34.19
3970,20,2023-09-09,245.96,221.49
3971,28,2023-06-08,188.37,250.93
3972,9,2023-07-03,271.46,224.98
3973,7,2023-07-08,103.91,153.67
3974,33,2023-04-13,15.21,24.49
3975,32,2023-08-17,128.52,137.32
3976,25,2023-09-01,177.94,155.04
3977,18,2023-10-16,67.76,62.24
3978,28,2023-02-16,0.0,17.2
3979,28,2023-07-08,121.64,141.13
3980,12,2023-08-11,50.72,124.85
3981,28,2023-02-17,48.42,31.97
3982,3,2023-09-20,281.53,207.37
3983,22,2023-08-26,196.65,214.45
3984,15,2023-11-28,67.15,75.4
3985,10,2023-09-11,188.32,193.52
3986,6,2023-05-29,39.64,24.41
3987,30,2023-08-12,189.59,254.91
3988,6,2023-09-02,248.32,252.55
3989,20,2023-03-18,24.05,23.82
3990,9,2023-12-17,31.82,55.99
3991,20,2023-05-08,5.15,35.69
3992,28,2023-06-01,160.53,145.91
3993,4,2023-10-10,73.72,77.56
3994,5,2023-01-24,21.35,13.46
3995,33,2023-02-25,39.46,24.42
3996,33,2023-08-06,247.68,170.9
3997,27,2023-02-18,30.05,20.8
3998,30,2023-12-05,59.13,72.59
3999,17,2023-07-01,135.65,205.23
4000,17,2023-10-27,70.78,86.71
4001,6,2023-09-15,352.23,192.23
4002,2,2023-02-28,23.66,20.69
4003,30,2023-04-02,4.66,13.96
4004,12,2023-07-21,161.38,128.91
4005,3,2023-02-12,37.43,32.91
4006,27,2023-12-27,29.56,50.4
4007,20,2023-06-10,129.47,140.24
4008,30,2023-12-10,87.24,88.08
4009,29,2023-11-16,55.59,63.51
4010,17,2023-06-24,167.22,191.68
4011,12,2023-04-19,14.68,11.61
4012,12,2023-02-10,13.45,34.14
4013,17,2023-12-11,68.11,55.14
4014,7,2023-08-11,171.41,154.61
4015,2,2023-01-03,24.77,33.25
4016,26,2023-03-01,54.89,39.63
4017,1,2023-03-29,24.13,14.19
4018,31,2023-08-24,155.97,189.55
4019,26,2023-12-03,60.68,49.81
4020,32,2023-06-05,216.19,245.81
4021,24,2023-12-20,65.63,67.49
4022,26,2023-06-04,165.67,155.14
4023,6,2023-03-06,19.43,28.71
4024,9,2023-01-08,16.39,7.68
4025,13,2023-02-27,33.81,33.37
4026,2,2023-12-23,48.28,45.84
4027,13,2023-01-14,40.28,39.88
4028,14,2023-09-04,296.07,252.05
4029,10,2023-11-29,110.63,86.19
4030,16,2023-08-12,267.08,194.78
4031,13,2023-02-14,56.56,26.93
4032,20,2023-08-26,141.82,191.17
4033,10,2023-08-31,223.86,226.96
4034,28,2023-01-12,24.16,23.94
4035,8,2023-03-27,0.0,8.1
4036,10,2023-12-26,5.11,29.81
4037,29,2023-09-06,146.98,148.72
4038,31,2023-01-11,54.9,35.82
4039,29,2023-10-27,37.88,54.79
4040,16,2023-04-14,14.55,29.95
4041,19,2023-10-19,70.81,66.63
4042,26,2023-01-27,32.18,22.26
4043,22,2023-01-05,30.68,32.5
4044,7,2023-11-19,53.18,43.74
4045,28,2023-08-01,231.9,218.59
4046,32,2023-10-24,59.67,59.68
4047,19,2023-01-19,0.0,7.6
4048,32,2023-07-24,197.03,265.02
4049,32,2023-09-20,189.19,204.82
4050,32,2023-04-29,18.74,30.27
4051,4,2023-09-28,222.9,147.87
4052,2,2023-08-05,209.69,175.02
4053,21,2023-10-11,75.56,77.04
4054,5,2023-05-18,30.62,18.4
4055,27,2023-08-31,202.58,160.19
4056,8,2023-09-11,183.58,171.95
4057,23,2023-08-18,243.58,183.4
4058,28,2023-01-11,0.0,12.99
4059,11,2023-05-28,46.34,33.78
4060,13,2023-08-29,155.21,202.11
4061,23,2023-08-13,239.26,213.74
4062,15,2023-09-17,115.39,150.18
4063,15,2023-10-28,69.43,33.51
4064,22,2023-11-05,36.76,28.75
4065,30,2023-03-09,13.96,7.43
4066,19,2023-12-31,54.05,43.4
4067,25,2023-08-02,310.66,218.44
4068,24,2023-08-30,218.57,258.06
4069,11,2023-11-15,30.22,30.99
4070,14,2023-05-25,43.12,24.74
4071,6,2023-12-08,63.95,74.04
4072,31,2023-03-08,37.3,35.77
4073,12,2023-04-13,18.69,33.45
4074,11,2023-11-07,55.49,30.29
4075,32,2023-02-21,19.32,25.3
4076,27,2023-09-10,233.54,221.4
4077,20,2023-05-01,17.84,15.02
4078,14,2023-10-13,65.99,34.68
4079,4,2023-01-10,9.06,23.43
4080,23,2023-05-14,29.76,34.45
4081,23,2023-12-13,20.13,25.83
4082,11,2023-03-31,0.09,6.9
4083,33,2023-01-17,28.93,25.88
4084,5,2023-06-22,104.99,128.42
