district,year,month,population,rainfall,groundwater,temperature,water_usage,storage_capacity,urbanization_rate,region_type,water_source,rainfall_category,season,wsi,stress_level,water_stress_ratio,population_density,water_availability,high_risk_flag
Suryapet,2018,4,2448744,871,57.5,29,632,50,68.4,Semi-Urban,Groundwater,Medium,Summer,0.1376,Low,0.6799354491662184,2448.744,545.6,0
Suryapet,2018,4,2448744,926,59.5,27,608,47,66.4,Rural,Groundwater,High,Summer,0.118,Low,0.6163203243791181,2448.744,579.4,0
Suryapet,2018,4,2448744,927,50.5,31,552,37,64.4,Rural,Groundwater,High,Summer,0.1267,Low,0.5641287685232499,2448.744,576.4,0
Suryapet,2018,5,2448744,898,61.5,25,605,39,66.4,Rural,Surface Water,Medium,Summer,0.1196,Low,0.6298802706923478,2448.744,563.4,0
Suryapet,2018,5,2448744,875,51.5,28,500,47,68.4,Semi-Urban,Mixed,Medium,Summer,0.1161,Low,0.5390835579514824,2448.744,545.6,0
Suryapet,2018,5,2448744,894,59.5,31,523,39,65.4,Urban,Surface Water,Medium,Summer,0.1168,Low,0.5479308538501834,2448.744,560.1999999999999,0
Suryapet,2018,5,2448744,911,57.5,25,557,37,67.4,Semi-Urban,Mixed,High,Summer,0.1141,Low,0.5745229499742135,2448.744,569.6,0
Suryapet,2018,5,2448744,947,50.5,28,638,37,67.4,Urban,Surface Water,High,Summer,0.1379,Low,0.6389584376564847,2448.744,588.4,0
Suryapet,2018,5,2448744,856,59.5,28,552,42,65.4,Rural,Groundwater,Medium,Summer,0.1208,Low,0.602291325695581,2448.744,537.4,0
Suryapet,2018,5,2448744,894,53.5,27,506,41,70.4,Rural,Mixed,Medium,Summer,0.1154,Low,0.5334739061676331,2448.744,557.8,0
Suryapet,2018,6,2448744,1037,63.5,30,524,40,64.4,Urban,Mixed,High,Monsoon,0.0881,Low,0.4757149341806627,2448.744,647.5999999999999,0
Suryapet,2018,6,2448744,1080,62.5,28,595,37,67.4,Urban,Mixed,High,Monsoon,0.0973,Low,0.5203323130738959,2448.744,673.0,0
Suryapet,2018,6,2448744,1033,56.5,28,518,50,64.4,Semi-Urban,Surface Water,High,Monsoon,0.0855,Low,0.4750114626318202,2448.744,642.4,0
Suryapet,2018,6,2448744,1082,57.5,30,583,39,65.4,Rural,Groundwater,High,Monsoon,0.1006,Low,0.5111793073213503,2448.744,672.1999999999999,0
Suryapet,2018,6,2448744,1072,60.5,27,502,43,67.4,Urban,Mixed,High,Monsoon,0.0769,Low,0.4428760476400529,2448.744,667.4,0
Suryapet,2018,6,2448744,1037,60.5,26,608,46,65.4,Semi-Urban,Groundwater,High,Monsoon,0.0979,Low,0.5534820209376422,2448.744,646.4,0
Suryapet,2018,6,2448744,1052,62.5,29,604,43,68.4,Rural,Surface Water,High,Monsoon,0.1033,Low,0.5414612281488121,2448.744,656.1999999999999,0
Suryapet,2018,7,2448744,1019,55.5,29,624,39,69.4,Semi-Urban,Mixed,High,Monsoon,0.1223,Low,0.5801952580195258,2448.744,633.6,0
Suryapet,2018,7,2448744,1078,49.5,30,610,51,68.4,Semi-Urban,Surface Water,High,Monsoon,0.1116,Low,0.5405405405405406,2448.744,666.5999999999999,0
Suryapet,2018,7,2448744,1098,62.5,28,535,41,68.4,Urban,Surface Water,High,Monsoon,0.0816,Low,0.4606112785191563,2448.744,683.8,0
Suryapet,2018,7,2448744,1001,57.5,30,519,36,66.4,Semi-Urban,Mixed,High,Monsoon,0.1025,Low,0.4898537045776309,2448.744,623.6,0
Suryapet,2018,7,2448744,1030,54.5,25,500,37,65.4,Urban,Surface Water,High,Monsoon,0.0858,Low,0.460617227084293,2448.744,639.8,0
Suryapet,2018,7,2448744,1038,58.5,29,596,47,69.4,Semi-Urban,Mixed,High,Monsoon,0.1068,Low,0.5430523917995445,2448.744,646.1999999999999,0
Suryapet,2018,7,2448744,1029,48.5,27,514,47,65.4,Urban,Surface Water,High,Monsoon,0.0938,Low,0.4765878535002318,2448.744,636.8,0
Suryapet,2018,8,2448744,1048,56.5,26,640,50,65.4,Semi-Urban,Surface Water,High,Monsoon,0.1046,Low,0.5789235639981909,2448.744,651.4,0
Suryapet,2018,8,2448744,1100,62.5,31,631,40,65.4,Semi-Urban,Mixed,High,Monsoon,0.104,Low,0.5423291792006876,2448.744,685.0,0
Suryapet,2018,8,2448744,1093,56.5,26,526,49,68.4,Semi-Urban,Groundwater,High,Monsoon,0.0786,Low,0.4571925249891351,2448.744,678.4,0
Suryapet,2018,8,2448744,1070,54.5,26,521,35,66.4,Urban,Surface Water,High,Monsoon,0.088,Low,0.4629053753887161,2448.744,663.8,0
Suryapet,2018,8,2448744,1114,49.5,25,527,52,70.4,Semi-Urban,Groundwater,High,Monsoon,0.0811,Low,0.4525547445255474,2448.744,688.1999999999999,0
Suryapet,2018,8,2448744,1001,60.5,28,545,47,64.4,Rural,Surface Water,High,Monsoon,0.0932,Low,0.5129411764705882,2448.744,624.8000000000001,0
Suryapet,2018,8,2448744,1052,54.5,26,655,49,67.4,Urban,Groundwater,High,Monsoon,0.1115,Low,0.5914221218961625,2448.744,652.9999999999999,0
Suryapet,2018,9,2448744,1087,55.5,29,609,42,65.4,Semi-Urban,Groundwater,High,Monsoon,0.1036,Low,0.5325754263226935,2448.744,674.4,0
Suryapet,2018,9,2448744,1106,61.5,28,595,45,69.4,Rural,Mixed,High,Monsoon,0.0924,Low,0.5091998288403937,2448.744,688.2,0
Suryapet,2018,9,2448744,1004,60.5,29,575,45,65.4,Urban,Groundwater,High,Monsoon,0.1027,Low,0.5396527451900516,2448.744,626.6,0
Suryapet,2018,9,2448744,1030,48.5,26,638,42,64.4,Semi-Urban,Surface Water,High,Monsoon,0.1179,Low,0.5910143584993053,2448.744,637.4,0
Suryapet,2018,9,2448744,1050,52.5,30,562,40,64.4,Urban,Groundwater,High,Monsoon,0.1047,Low,0.5092886270956049,2448.744,651.0,0
Suryapet,2018,9,2448744,1053,56.5,27,523,44,68.4,Urban,Surface Water,High,Monsoon,0.0885,Low,0.4709590274651058,2448.744,654.4,0
Suryapet,2018,9,2448744,1023,61.5,27,550,50,69.4,Semi-Urban,Mixed,High,Monsoon,0.0914,Low,0.5066789497927222,2448.744,638.4,0
Suryapet,2018,10,2448744,920,54.5,27,618,48,66.4,Rural,Mixed,High,Winter,0.1254,Low,0.6335212711430036,2448.744,573.8,0
Suryapet,2018,10,2448744,970,60.5,28,585,42,68.4,Urban,Surface Water,High,Winter,0.1123,Low,0.5671352399418322,2448.744,606.2,0
Suryapet,2018,10,2448744,971,53.5,30,567,44,65.4,Semi-Urban,Mixed,High,Winter,0.1156,Low,0.552901023890785,2448.744,604.0,0
Suryapet,2018,10,2448744,977,49.5,26,546,38,68.4,Semi-Urban,Surface Water,High,Winter,0.1125,Low,0.5313868613138686,2448.744,605.9999999999999,0
Suryapet,2018,10,2448744,931,59.5,30,511,47,68.4,Urban,Groundwater,High,Winter,0.1059,Low,0.5153807362581947,2448.744,582.4,0
Suryapet,2018,10,2448744,998,57.5,25,521,53,67.4,Urban,Groundwater,High,Winter,0.0858,Low,0.4931377188831046,2448.744,621.8,0
Suryapet,2018,10,2448744,953,55.5,29,619,47,68.4,Rural,Surface Water,High,Winter,0.1262,Low,0.6131748390292224,2448.744,594.0,0
Suryapet,2018,11,2448744,940,62.5,25,634,44,67.4,Rural,Groundwater,High,Winter,0.1166,Low,0.6317887394120578,2448.744,589.0,0
Suryapet,2018,11,2448744,993,49.5,31,544,37,66.4,Rural,Mixed,High,Winter,0.1182,Low,0.5213224724484906,2448.744,615.5999999999999,0
Suryapet,2018,11,2448744,1024,51.5,29,658,42,64.4,Urban,Surface Water,High,Winter,0.1258,Low,0.6112401300510915,2448.744,635.0,0
Suryapet,2018,11,2448744,1022,52.5,28,639,35,66.4,Semi-Urban,Groundwater,High,Winter,0.1248,Low,0.5941422594142259,2448.744,634.1999999999999,0
Suryapet,2018,11,2448744,1011,60.5,27,571,47,66.4,Urban,Groundwater,High,Winter,0.0969,Low,0.5324009324009324,2448.744,630.8000000000001,0
Suryapet,2018,11,2448744,974,59.5,30,591,36,64.4,Urban,Mixed,High,Winter,0.1169,Low,0.5712904784920251,2448.744,608.1999999999999,0
Suryapet,2018,11,2448744,944,54.5,30,519,47,65.4,Urban,Surface Water,High,Winter,0.1075,Low,0.5192596298149075,2448.744,588.1999999999999,0
Suryapet,2018,12,2448744,874,56.5,27,658,36,66.4,Urban,Mixed,Medium,Winter,0.1443,Low,0.7063875469672571,2448.744,547.0,0
Suryapet,2018,12,2448744,935,48.5,29,562,51,64.4,Rural,Groundwater,High,Winter,0.1185,Low,0.5708481462671406,2448.744,580.4,0
Suryapet,2018,12,2448744,879,52.5,29,501,44,69.4,Semi-Urban,Groundwater,Medium,Winter,0.1192,Low,0.5372654155495978,2448.744,548.4,0
Suryapet,2018,12,2448744,936,58.5,31,649,49,66.4,Rural,Surface Water,High,Winter,0.1327,Low,0.6519337016574586,2448.744,585.0,0
Suryapet,2018,12,2448744,930,52.5,28,537,41,70.4,Semi-Urban,Surface Water,High,Winter,0.1192,Low,0.5460091509913574,2448.744,579.0,0
Suryapet,2018,12,2448744,886,55.5,31,597,54,66.4,Rural,Groundwater,Medium,Winter,0.1303,Low,0.63342175066313,2448.744,553.8000000000001,0
Suryapet,2018,12,2448744,900,57.5,30,506,43,69.4,Urban,Surface Water,Medium,Winter,0.1145,Low,0.5279081898800209,2448.744,563.0,0
Suryapet,2019,1,2477108,903,53.0,26,548,36,69.2,Rural,Surface Water,High,Winter,0.1234,Low,0.5726227795193313,2477.108,563.0,0
Suryapet,2019,1,2477108,923,62.0,28,636,49,66.2,Urban,Mixed,High,Winter,0.1235,Low,0.6450304259634888,2477.108,578.5999999999999,0
Suryapet,2019,1,2477108,910,54.0,27,595,51,66.2,Semi-Urban,Groundwater,High,Winter,0.1223,Low,0.616580310880829,2477.108,567.6,0
Suryapet,2019,1,2477108,881,51.0,27,514,41,66.2,Rural,Surface Water,Medium,Winter,0.1184,Low,0.5509110396570204,2477.108,549.0,0
Suryapet,2019,1,2477108,884,48.0,27,512,49,69.2,Rural,Groundwater,Medium,Winter,0.1196,Low,0.5487674169346195,2477.108,549.6,0
Suryapet,2019,1,2477108,910,58.0,30,567,47,68.2,Urban,Groundwater,High,Winter,0.1227,Low,0.5851393188854489,2477.108,569.2,0
Suryapet,2019,1,2477108,888,53.0,26,622,42,65.2,Urban,Surface Water,Medium,Winter,0.1335,Low,0.6602972399150743,2477.108,554.0,0
Suryapet,2019,2,2477108,909,52.0,26,600,36,66.2,Urban,Surface Water,High,Winter,0.1309,Low,0.6237006237006237,2477.108,566.1999999999999,0
Suryapet,2019,2,2477108,926,58.0,30,545,47,66.2,Semi-Urban,Surface Water,High,Winter,0.1139,Low,0.5532994923857868,2477.108,578.8000000000001,0
Suryapet,2019,2,2477108,912,52.0,28,536,52,66.2,Urban,Mixed,High,Winter,0.1137,Low,0.555440414507772,2477.108,567.9999999999999,0
Suryapet,2019,2,2477108,966,54.0,25,621,44,69.2,Semi-Urban,Surface Water,High,Winter,0.1216,Low,0.6082272282076395,2477.108,601.2,0
Suryapet,2019,2,2477108,883,61.0,28,526,48,70.2,Rural,Mixed,Medium,Winter,0.113,Low,0.5566137566137566,2477.108,554.1999999999999,0
Suryapet,2019,2,2477108,915,56.0,25,541,35,69.2,Rural,Mixed,High,Winter,0.1157,Low,0.5565843621399177,2477.108,571.4,0
Suryapet,2019,2,2477108,951,61.0,28,661,46,66.2,Semi-Urban,Surface Water,High,Winter,0.1268,Low,0.6525172754195459,2477.108,595.0,0
Suryapet,2019,3,2477108,908,61.0,31,511,37,69.2,Semi-Urban,Surface Water,High,Summer,0.1168,Low,0.5268041237113402,2477.108,569.1999999999999,0
Suryapet,2019,3,2477108,873,49.0,27,609,52,69.2,Urban,Surface Water,Medium,Summer,0.1381,Low,0.6598049837486457,2477.108,543.4,0
Suryapet,2019,3,2477108,874,62.0,27,553,37,65.2,Urban,Groundwater,Medium,Summer,0.1173,Low,0.5901814300960512,2477.108,549.1999999999999,0
Suryapet,2019,3,2477108,867,60.0,29,587,35,69.2,Semi-Urban,Groundwater,Medium,Summer,0.1361,Low,0.6325431034482759,2477.108,544.1999999999999,0
Suryapet,2019,3,2477108,896,61.0,31,565,49,65.2,Urban,Groundwater,Medium,Summer,0.1194,Low,0.5897703549060542,2477.108,562.0,0
Suryapet,2019,3,2477108,882,48.0,30,566,47,67.2,Semi-Urban,Mixed,Medium,Summer,0.1357,Low,0.6079484425349087,2477.108,548.4,0
Suryapet,2019,3,2477108,872,53.0,25,542,43,69.2,Rural,Surface Water,Medium,Summer,0.1214,Low,0.5853131749460043,2477.108,544.4,0
Suryapet,2019,4,2477108,900,51.0,28,547,47,65.2,Rural,Mixed,Medium,Summer,0.1202,Low,0.5745798319327731,2477.108,560.4,0
Suryapet,2019,4,2477108,953,50.0,27,588,42,65.2,Rural,Groundwater,High,Summer,0.1219,Low,0.5856573705179283,2477.108,591.8,0
Suryapet,2019,4,2477108,936,49.0,30,609,43,71.2,Semi-Urban,Groundwater,High,Summer,0.1412,Low,0.6176470588235294,2477.108,581.2,0
Suryapet,2019,4,2477108,920,56.0,27,585,49,66.2,Rural,Mixed,High,Summer,0.1178,Low,0.5987717502558854,2477.108,574.4,0
Suryapet,2019,4,2477108,923,59.0,25,595,53,71.2,Urban,Surface Water,High,Summer,0.1153,Low,0.6052899287894201,2477.108,577.4,0
Suryapet,2019,4,2477108,907,49.0,29,640,54,65.2,Rural,Surface Water,High,Summer,0.1382,Low,0.6687565308254964,2477.108,563.8,0
Suryapet,2019,4,2477108,926,59.0,28,564,41,65.2,Rural,Groundwater,High,Summer,0.1147,Low,0.5720081135902637,2477.108,579.2,0
Suryapet,2019,5,2477108,872,60.0,28,506,36,69.2,Semi-Urban,Mixed,Medium,Summer,0.1167,Low,0.5423365487674169,2477.108,547.1999999999999,0
Suryapet,2019,5,2477108,956,62.0,26,506,54,71.2,Urban,Mixed,High,Summer,0.0911,Low,0.4965652600588812,2477.108,598.4,0
Suryapet,2019,5,2477108,945,54.0,30,567,48,71.2,Rural,Groundwater,High,Summer,0.1239,Low,0.567,2477.108,588.6,0
Suryapet,2019,5,2477108,891,52.0,30,594,42,71.2,Semi-Urban,Groundwater,Medium,Summer,0.1424,Low,0.6292372881355932,2477.108,555.4,0
Suryapet,2019,5,2477108,896,60.0,30,541,37,66.2,Semi-Urban,Groundwater,Medium,Summer,0.1206,Low,0.5653082549634274,2477.108,561.6,0
Suryapet,2019,5,2477108,888,50.0,29,537,52,67.2,Rural,Mixed,Medium,Summer,0.1225,Low,0.5718849840255591,2477.108,552.8,0
Suryapet,2019,5,2477108,977,52.0,28,554,36,67.2,Urban,Groundwater,High,Summer,0.1165,Low,0.537864077669903,2477.108,606.9999999999999,0
Suryapet,2019,6,2477108,1075,52.0,28,603,36,70.2,Semi-Urban,Groundwater,High,Monsoon,0.1146,Low,0.5345744680851063,2477.108,665.8,0
Suryapet,2019,6,2477108,1107,62.0,28,634,48,70.2,Rural,Groundwater,High,Monsoon,0.1,Low,0.5418803418803418,2477.108,688.9999999999999,0
Suryapet,2019,6,2477108,1014,60.0,26,508,54,65.2,Urban,Surface Water,High,Monsoon,0.0788,Low,0.4725581395348837,2477.108,632.4,0
Suryapet,2019,6,2477108,1071,50.0,29,589,38,68.2,Urban,Surface Water,High,Monsoon,0.1134,Low,0.5249554367201426,2477.108,662.6,0
Suryapet,2019,6,2477108,1011,57.0,27,531,43,70.2,Rural,Mixed,High,Monsoon,0.0993,Low,0.4967259120673526,2477.108,629.4,0
Suryapet,2019,6,2477108,1008,57.0,28,544,50,67.2,Semi-Urban,Mixed,High,Monsoon,0.0979,Low,0.5103189493433395,2477.108,627.5999999999999,0
Suryapet,2019,6,2477108,1126,49.0,29,577,52,70.2,Rural,Groundwater,High,Monsoon,0.0988,Low,0.4906462585034014,2477.108,695.2,0
Suryapet,2019,7,2477108,1065,63.0,29,511,45,70.2,Urban,Surface Water,High,Monsoon,0.0842,Low,0.4526129317980514,2477.108,664.2,0
Suryapet,2019,7,2477108,1062,55.0,27,627,47,70.2,Semi-Urban,Surface Water,High,Monsoon,0.1109,Low,0.5608228980322003,2477.108,659.1999999999999,0
Suryapet,2019,7,2477108,1096,59.0,28,641,54,65.2,Rural,Groundwater,High,Monsoon,0.0981,Low,0.5544982698961938,2477.108,681.2,0
Suryapet,2019,7,2477108,1060,61.0,29,549,37,65.2,Rural,Surface Water,High,Monsoon,0.0936,Low,0.4893048128342246,2477.108,660.4,0
Suryapet,2019,7,2477108,1014,62.0,27,568,44,66.2,Urban,Mixed,High,Monsoon,0.0968,Low,0.5273909006499535,2477.108,633.1999999999999,0
Suryapet,2019,7,2477108,1035,55.0,31,630,41,67.2,Rural,Groundwater,High,Monsoon,0.1235,Low,0.5774518790100825,2477.108,643.0,0
Suryapet,2019,7,2477108,1099,50.0,27,584,43,67.2,Semi-Urban,Surface Water,High,Monsoon,0.1007,Low,0.5078260869565218,2477.108,679.4,0
Suryapet,2019,8,2477108,989,58.0,28,571,37,69.2,Semi-Urban,Surface Water,High,Monsoon,0.1136,Low,0.5448473282442748,2477.108,616.6,0
Suryapet,2019,8,2477108,1002,55.0,25,533,35,70.2,Semi-Urban,Groundwater,High,Monsoon,0.1031,Low,0.503780718336484,2477.108,623.1999999999999,0
Suryapet,2019,8,2477108,1099,48.0,26,534,36,69.2,Rural,Surface Water,High,Monsoon,0.0962,Low,0.4651567944250871,2477.108,678.6,0
Suryapet,2019,8,2477108,1063,54.0,30,647,36,68.2,Urban,Mixed,High,Monsoon,0.1252,Low,0.5787119856887298,2477.108,659.4,0
Suryapet,2019,8,2477108,1070,50.0,30,553,53,66.2,Semi-Urban,Mixed,High,Monsoon,0.0989,Low,0.4933095450490633,2477.108,662.0,0
Suryapet,2019,8,2477108,1073,63.0,27,562,48,69.2,Semi-Urban,Surface Water,High,Monsoon,0.0867,Low,0.4942832014072119,2477.108,669.0,0
Suryapet,2019,8,2477108,1066,57.0,29,641,42,71.2,Semi-Urban,Groundwater,High,Monsoon,0.1186,Low,0.5702846975088968,2477.108,662.4,0
Suryapet,2019,9,2477108,1040,53.0,31,519,42,68.2,Urban,Groundwater,High,Monsoon,0.1031,Low,0.4744058500914077,2477.108,645.2,0
Suryapet,2019,9,2477108,1054,56.0,30,658,42,68.2,Urban,Groundwater,High,Monsoon,0.1238,Low,0.5922592259225923,2477.108,654.8,0
Suryapet,2019,9,2477108,1001,63.0,25,664,48,67.2,Urban,Mixed,High,Monsoon,0.1119,Low,0.6234741784037559,2477.108,625.8000000000001,0
Suryapet,2019,9,2477108,1036,59.0,25,653,54,65.2,Urban,Mixed,High,Monsoon,0.1035,Low,0.5958029197080292,2477.108,645.2,0
Suryapet,2019,9,2477108,1098,49.0,25,649,47,65.2,Urban,Surface Water,High,Monsoon,0.1069,Low,0.5653310104529616,2477.108,678.4,0
Suryapet,2019,9,2477108,1084,55.0,30,569,42,66.2,Rural,Mixed,High,Monsoon,0.1005,Low,0.4991228070175438,2477.108,672.4,0
Suryapet,2019,9,2477108,1054,60.0,30,622,45,67.2,Urban,Groundwater,High,Monsoon,0.1101,Low,0.557847533632287,2477.108,656.4,0
Suryapet,2019,10,2477108,959,55.0,28,597,35,66.2,Semi-Urban,Surface Water,High,Winter,0.1243,Low,0.5881773399014778,2477.108,597.4,0
Suryapet,2019,10,2477108,974,57.0,27,591,50,68.2,Rural,Mixed,High,Winter,0.1114,Low,0.5726744186046512,2477.108,607.1999999999999,0
Suryapet,2019,10,2477108,934,48.0,31,586,41,65.2,Urban,Groundwater,High,Winter,0.1349,Low,0.5961342828077314,2477.108,579.6,0
Suryapet,2019,10,2477108,991,49.0,31,561,50,66.2,Semi-Urban,Mixed,High,Winter,0.1168,Low,0.5389048991354467,2477.108,614.2,0
Suryapet,2019,10,2477108,976,52.0,25,664,47,68.2,Urban,Groundwater,High,Winter,0.1282,Low,0.6452866861030127,2477.108,606.4,0
Suryapet,2019,10,2477108,961,52.0,25,575,44,67.2,Semi-Urban,Groundwater,High,Winter,0.1131,Low,0.5670611439842209,2477.108,597.4,0
Suryapet,2019,10,2477108,966,55.0,28,659,49,70.2,Semi-Urban,Surface Water,High,Winter,0.1327,Low,0.6448140900195695,2477.108,601.6,0
Suryapet,2019,11,2477108,938,50.0,31,637,41,70.2,Rural,Surface Water,High,Winter,0.1475,Low,0.6440849342770475,2477.108,582.8,0
Suryapet,2019,11,2477108,990,62.0,27,602,53,66.2,Urban,Groundwater,High,Winter,0.1027,Low,0.5716999050332384,2477.108,618.8,0
Suryapet,2019,11,2477108,939,56.0,26,557,50,70.2,Semi-Urban,Groundwater,High,Winter,0.1108,Low,0.5592369477911646,2477.108,585.8,0
Suryapet,2019,11,2477108,1010,54.0,28,622,45,68.2,Urban,Mixed,High,Winter,0.1197,Low,0.584037558685446,2477.108,627.6,0
Suryapet,2019,11,2477108,966,57.0,31,552,47,71.2,Urban,Mixed,High,Winter,0.1173,Low,0.5390625,2477.108,602.4,0
Suryapet,2019,11,2477108,1005,61.0,25,582,38,71.2,Semi-Urban,Surface Water,High,Winter,0.1059,Low,0.5454545454545454,2477.108,627.4,0
Suryapet,2019,11,2477108,985,51.0,30,539,44,68.2,Urban,Mixed,High,Winter,0.1143,Low,0.5197685631629702,2477.108,611.4,0
Suryapet,2019,12,2477108,862,60.0,27,514,35,69.2,Rural,Surface Water,Medium,Winter,0.1183,Low,0.5568797399783315,2477.108,541.1999999999999,0
Suryapet,2019,12,2477108,891,55.0,29,656,42,67.2,Rural,Surface Water,Medium,Winter,0.1458,Low,0.6927138331573389,2477.108,556.6,0
Suryapet,2019,12,2477108,948,59.0,25,527,46,69.2,Rural,Surface Water,High,Winter,0.0995,Low,0.5228174603174603,2477.108,592.4,0
Suryapet,2019,12,2477108,929,58.0,30,658,45,69.2,Semi-Urban,Mixed,High,Winter,0.14,Low,0.6659919028340081,2477.108,580.6,0
Suryapet,2019,12,2477108,961,55.0,25,623,44,67.2,Urban,Surface Water,High,Winter,0.1197,Low,0.6125860373647984,2477.108,598.6,0
Suryapet,2019,12,2477108,948,58.0,27,505,51,67.2,Semi-Urban,Surface Water,High,Winter,0.0956,Low,0.5014895729890765,2477.108,592.0,0
Suryapet,2019,12,2477108,960,58.0,25,565,39,67.2,Semi-Urban,Mixed,High,Winter,0.1078,Low,0.5544651619234544,2477.108,599.2,0
Suryapet,2020,1,2505472,921,58.5,30,569,41,66.0,Urban,Mixed,High,Winter,0.1229,Low,0.5803161652218256,2505.472,576.0,0
Suryapet,2020,1,2505472,838,49.5,29,648,38,69.0,Rural,Surface Water,Medium,Winter,0.1626,Low,0.7293190770962296,2505.472,522.5999999999999,0
Suryapet,2020,1,2505472,894,59.5,28,593,36,70.0,Urban,Surface Water,Medium,Winter,0.1332,Low,0.6212676794133054,2505.472,560.1999999999999,0
Suryapet,2020,1,2505472,937,53.5,28,584,50,70.0,Urban,Groundwater,High,Winter,0.124,Low,0.589006555723651,2505.472,583.5999999999999,0
Suryapet,2020,1,2505472,929,53.5,26,659,46,69.0,Semi-Urban,Mixed,High,Winter,0.1372,Low,0.6700559227249618,2505.472,578.8,0
Suryapet,2020,1,2505472,838,48.5,25,637,45,67.0,Rural,Groundwater,Medium,Winter,0.1479,Low,0.7177464788732394,2505.472,522.1999999999999,0
Suryapet,2020,1,2505472,868,61.5,26,523,39,67.0,Rural,Groundwater,Medium,Winter,0.1126,Low,0.5620634067705534,2505.472,545.4,0
Suryapet,2020,2,2505472,971,54.5,30,577,42,67.0,Rural,Mixed,High,Winter,0.1215,Low,0.5621042377009254,2505.472,604.4,0
Suryapet,2020,2,2505472,889,62.5,30,532,43,71.0,Semi-Urban,Groundwater,Medium,Winter,0.1203,Low,0.5585301837270341,2505.472,558.4,0
Suryapet,2020,2,2505472,880,59.5,29,513,44,72.0,Urban,Mixed,Medium,Winter,0.1193,Low,0.5454545454545454,2505.472,551.8,0
Suryapet,2020,2,2505472,872,62.5,30,514,47,72.0,Urban,Groundwater,Medium,Winter,0.1182,Low,0.5494388027792624,2505.472,548.1999999999999,0
Suryapet,2020,2,2505472,893,47.5,28,534,54,68.0,Rural,Mixed,Medium,Winter,0.1226,Low,0.5671800318640468,2505.472,554.8,0
Suryapet,2020,2,2505472,940,53.5,31,636,39,70.0,Rural,Groundwater,High,Winter,0.1454,Low,0.6395173453996983,2505.472,585.4,0
Suryapet,2020,2,2505472,964,52.5,27,577,44,68.0,Urban,Mixed,High,Winter,0.1185,Low,0.567076167076167,2505.472,599.4,0
Suryapet,2020,3,2505472,948,62.5,26,554,37,71.0,Semi-Urban,Surface Water,High,Summer,0.1108,Low,0.5477014335145823,2505.472,593.8,0
Suryapet,2020,3,2505472,904,59.5,25,532,36,66.0,Rural,Groundwater,High,Summer,0.1095,Low,0.5515811301192327,2505.472,566.1999999999999,0
Suryapet,2020,3,2505472,933,51.5,31,646,54,66.0,Rural,Mixed,High,Summer,0.139,Low,0.6555048198883815,2505.472,580.4,0
Suryapet,2020,3,2505472,903,62.5,27,536,43,68.0,Rural,Surface Water,High,Summer,0.11,Low,0.5545783755819969,2505.472,566.8,0
Suryapet,2020,3,2505472,906,49.5,27,596,36,70.0,Semi-Urban,Mixed,High,Summer,0.14,Low,0.6231050705697857,2505.472,563.4,0
Suryapet,2020,3,2505472,961,59.5,27,662,45,71.0,Urban,Mixed,High,Summer,0.1315,Low,0.6480665687714146,2505.472,600.4,0
Suryapet,2020,3,2505472,865,52.5,29,606,47,72.0,Semi-Urban,Groundwater,Medium,Summer,0.1457,Low,0.6597713663581927,2505.472,540.0,0
Suryapet,2020,4,2505472,874,56.5,30,528,48,71.0,Urban,Surface Water,Medium,Summer,0.1252,Low,0.5668276972624798,2505.472,547.0,0
Suryapet,2020,4,2505472,925,60.5,27,546,54,71.0,Urban,Surface Water,High,Summer,0.1082,Low,0.5534718702483528,2505.472,579.2,0
Suryapet,2020,4,2505472,963,56.5,31,574,40,66.0,Semi-Urban,Surface Water,High,Summer,0.1221,Low,0.5624693777560019,2505.472,600.4,0
Suryapet,2020,4,2505472,918,54.5,28,533,53,69.0,Semi-Urban,Surface Water,High,Summer,0.1131,Low,0.5475089881869543,2505.472,572.5999999999999,0
Suryapet,2020,4,2505472,912,50.5,27,531,42,72.0,Urban,Mixed,High,Summer,0.1241,Low,0.5511157239231966,2505.472,567.4,0
Suryapet,2020,4,2505472,881,50.5,28,540,47,72.0,Semi-Urban,Surface Water,Medium,Summer,0.1301,Low,0.579088471849866,2505.472,548.8000000000001,0
Suryapet,2020,4,2505472,903,61.5,27,550,51,66.0,Semi-Urban,Mixed,High,Summer,0.1078,Low,0.5696530295183843,2505.472,566.4,0
Suryapet,2020,5,2505472,901,56.5,31,552,53,72.0,Semi-Urban,Surface Water,High,Summer,0.1265,Low,0.5758998435054773,2505.472,563.2,0
Suryapet,2020,5,2505472,916,61.5,27,580,45,66.0,Semi-Urban,Surface Water,High,Summer,0.1148,Low,0.5927439959121104,2505.472,574.2,0
Suryapet,2020,5,2505472,883,61.5,28,603,52,66.0,Rural,Groundwater,Medium,Summer,0.1229,Low,0.6377578001057641,2505.472,554.4,0
Suryapet,2020,5,2505472,885,58.5,28,618,38,69.0,Semi-Urban,Surface Water,Medium,Summer,0.1386,Low,0.6543144520910534,2505.472,554.4,0
Suryapet,2020,5,2505472,961,55.5,30,539,41,71.0,Urban,Groundwater,High,Summer,0.1189,Low,0.5297297297297298,2505.472,598.8000000000001,0
Suryapet,2020,5,2505472,877,51.5,26,618,41,69.0,Semi-Urban,Groundwater,Medium,Summer,0.1413,Low,0.664873587950511,2505.472,546.8,0
