Measurement_ID,District_ID,Date,Water_Table_Depth_m,Recharge_Rate
3341,21,2023-05-04,20.51,1.2
3342,8,2023-03-17,19.8,0.8
3343,30,2023-09-15,15.87,3.6
3344,33,2023-12-05,11.29,1.5
3345,17,2023-10-03,18.58,1.03
3346,25,2023-11-15,19.38,1.59
3347,28,2023-10-28,15.73,1.42
3348,33,2023-03-21,26.64,1.65
3349,4,2023-06-06,17.01,1.87
3350,21,2023-09-04,16.26,3.13
3351,9,2023-09-03,12.25,1.98
3352,7,2023-05-21,22.65,1.66
3353,29,2023-12-15,11.65,1.31
3354,9,2023-05-10,12.63,0.63
3355,25,2023-04-30,21.88,1.53
3356,3,2023-02-15,14.51,1.19
3357,25,2023-12-30,16.13,1.43
3358,17,2023-03-31,20.27,0.47
3359,18,2023-03-09,23.81,0.39
3360,14,2023-10-13,19.8,1.19
3361,15,2023-10-31,20.96,2.61
3362,29,2023-03-25,17.26,0.88
3363,16,2023-05-02,15.27,1.43
3364,7,2023-03-19,18.01,1.41
3365,8,2023-11-27,7.86,1.1
3366,32,2023-01-16,18.49,0.37
3367,26,2023-03-22,23.38,0.28
3368,14,2023-03-30,27.06,1.42
3369,33,2023-01-26,15.86,0.97
3370,14,2023-03-27,21.35,1.36
3371,10,2023-03-04,19.11,0.25
3372,3,2023-03-01,14.44,0.95
3373,1,2023-04-05,28.73,1.61
3374,15,2023-03-31,15.52,1.36
3375,1,2023-01-09,28.2,0.21
3376,5,2023-12-21,17.52,1.81
3377,25,2023-08-25,15.18,3.38
3378,28,2023-07-14,16.95,2.24
3379,8,2023-01-24,22.64,0.58
3380,2,2023-09-18,10.58,4.71
3381,31,2023-07-17,13.27,2.34
3382,8,2023-01-06,20.31,0.28
3383,6,2023-06-01,9.79,3.79
3384,13,2023-07-10,14.24,2.89
3385,25,2023-02-17,24.05,0.84
3386,19,2023-02-01,12.77,0.91
3387,16,2023-10-11,18.47,2.68
3388,19,2023-06-13,10.49,1.28
3389,16,2023-11-25,15.28,2.43
3390,6,2023-10-29,12.65,1.85
3391,33,2023-01-25,26.71,1.12
3392,31,2023-05-22,16.53,1.2
3393,27,2023-10-09,10.54,1.24
3394,9,2023-04-10,24.12,0.58
3395,21,2023-06-08,10.95,3.16
3396,27,2023-10-29,19.18,2.52
3397,21,2023-12-13,10.37,2.32
3398,7,2023-01-18,19.74,0.96
3399,1,2023-04-12,24.77,0.51
3400,2,2023-08-23,16.04,3.52
3401,26,2023-04-04,20.09,1.16
3402,1,2023-07-09,11.25,3.48
3403,18,2023-06-18,9.13,2.43
3404,25,2023-08-13,15.85,4.11
3405,5,2023-06-19,9.4,3.14
3406,2,2023-12-19,14.57,1.73
3407,3,2023-08-12,6.89,3.73
3408,28,2023-12-09,12.13,2.8
3409,25,2023-08-05,13.66,4.33
3410,18,2023-02-17,18.92,1.49
3411,5,2023-01-07,14.46,1.43
3412,26,2023-07-09,12.84,2.89
3413,20,2023-02-14,16.37,0.23
3414,6,2023-12-27,17.12,2.09
3415,15,2023-05-25,21.7,0.61
3416,1,2023-08-17,11.48,4.19
3417,21,2023-02-21,24.5,0.74
3418,26,2023-11-11,18.62,2.62
3419,18,2023-11-13,21.52,0.81
3420,31,2023-01-22,23.0,0.76
3421,1,2023-07-08,16.27,2.54
3422,13,2023-08-09,14.6,3.53
3423,27,2023-10-08,13.24,1.93
3424,13,2023-05-31,24.71,0.96
3425,10,2023-07-13,7.63,1.25
3426,26,2023-03-23,24.23,1.56
3427,25,2023-11-07,19.8,1.48
3428,30,2023-01-08,19.62,0.57
3429,15,2023-10-04,20.85,1.37
3430,28,2023-10-13,14.1,2.3
3431,8,2023-08-30,14.39,1.39
3432,32,2023-11-11,13.0,2.05
3433,5,2023-07-06,13.05,1.45
3434,2,2023-07-09,12.87,3.1
3435,28,2023-04-03,24.69,0.56
3436,24,2023-08-21,9.87,4.06
3437,5,2023-10-19,17.31,2.54
3438,30,2023-07-13,14.84,1.57
3439,2,2023-12-21,11.57,1.37
3440,16,2023-03-06,24.73,0.98
3441,2,2023-02-14,13.78,0.66
3442,9,2023-08-09,13.89,4.25
3443,23,2023-08-21,15.98,2.6
3444,12,2023-07-14,15.28,2.2
3445,1,2023-06-04,10.89,1.28
3446,6,2023-10-11,11.8,2.13
3447,1,2023-10-20,21.93,1.09
3448,24,2023-03-13,26.77,0.75
3449,5,2023-08-25,11.14,2.51
3450,24,2023-06-21,12.01,2.13
3451,33,2023-06-10,13.82,3.93
3452,8,2023-08-24,13.87,2.43
3453,32,2023-08-22,15.03,3.5
3454,19,2023-12-28,19.9,1.73
3455,6,2023-12-10,21.03,2.43
3456,9,2023-09-07,12.93,1.29
3457,19,2023-07-17,11.38,3.1
3458,12,2023-02-08,15.44,0.7
3459,7,2023-10-05,20.15,1.74
3460,10,2023-05-24,16.1,1.02
3461,6,2023-11-08,9.53,1.94
3462,26,2023-03-12,23.29,0.77
3463,28,2023-05-17,23.78,0.42
3464,12,2023-03-25,27.16,1.73
3465,10,2023-11-05,9.5,2.65
3466,31,2023-06-21,10.67,2.86
3467,33,2023-10-28,11.69,1.78
3468,5,2023-08-19,16.37,1.96
3469,4,2023-12-29,11.87,1.33
3470,17,2023-07-07,12.65,4.55
3471,18,2023-03-09,22.89,0.59
3472,7,2023-10-11,13.97,1.66
3473,23,2023-12-15,9.54,1.92
3474,19,2023-07-10,7.66,4.23
3475,32,2023-01-24,21.07,1.55
3476,21,2023-08-11,17.4,4.6
3477,33,2023-03-06,14.24,1.71
3478,1,2023-10-23,20.63,2.51
3479,10,2023-03-06,14.75,0.49
3480,24,2023-09-12,17.67,1.97
3481,1,2023-12-30,13.11,1.6
3482,2,2023-01-26,25.01,0.96
3483,5,2023-11-20,19.92,1.54
3484,26,2023-04-23,18.14,0.99
3485,22,2023-07-29,13.65,2.61
3486,18,2023-01-28,19.7,0.55
3487,30,2023-03-29,16.87,1.28
3488,14,2023-03-11,20.21,0.33
3489,18,2023-08-29,10.23,2.54
3490,12,2023-09-15,18.12,2.56
3491,11,2023-10-14,8.92,1.72
3492,21,2023-05-24,23.21,1.15
3493,1,2023-01-30,18.99,1.3
3494,6,2023-09-06,13.43,1.82
3495,12,2023-03-24,17.14,1.08
3496,17,2023-08-20,13.72,4.66
3497,16,2023-02-16,17.55,1.42
3498,9,2023-08-03,6.33,4.4
3499,5,2023-07-19,13.2,3.46
3500,24,2023-01-04,15.92,0.26
3501,31,2023-02-03,21.43,0.39
3502,4,2023-06-29,8.99,1.88
3503,4,2023-02-16,15.09,1.2
3504,8,2023-10-22,12.7,1.39
3505,24,2023-01-01,20.09,1.55
3506,12,2023-08-26,18.14,2.95
3507,7,2023-12-03,15.48,1.37
3508,6,2023-06-11,12.26,3.89
3509,12,2023-08-07,13.79,2.29
3510,6,2023-01-23,21.27,1.71
3511,24,2023-04-27,26.35,1.43
3512,29,2023-01-28,16.31,0.59
3513,9,2023-04-13,22.91,0.49
3514,3,2023-01-17,19.09,0.9
3515,30,2023-02-06,19.58,0.93
3516,28,2023-10-31,19.91,0.99
3517,21,2023-12-15,19.24,2.64
3518,1,2023-01-03,28.28,0.92
3519,31,2023-05-12,18.61,1.74
3520,6,2023-09-16,11.71,3.01
3521,20,2023-10-15,14.02,0.87
3522,21,2023-12-24,15.04,2.24
3523,19,2023-04-27,22.06,0.21
3524,10,2023-10-18,19.1,1.88
3525,30,2023-07-31,12.23,4.66
3526,14,2023-07-31,11.87,3.94
3527,23,2023-03-09,21.03,1.32
3528,17,2023-05-23,18.98,0.65
3529,31,2023-03-01,19.26,0.8
3530,27,2023-02-15,15.5,1.54
3531,33,2023-03-14,19.49,1.56
3532,31,2023-04-14,18.25,1.09
3533,20,2023-10-03,21.98,2.89
3534,6,2023-04-20,16.93,1.59
3535,5,2023-01-19,18.33,0.31
3536,17,2023-06-20,12.89,4.72
3537,3,2023-03-20,24.25,0.4
3538,23,2023-10-15,18.23,2.57
3539,26,2023-04-24,20.13,1.25
3540,12,2023-02-05,21.7,0.56
3541,30,2023-06-01,14.64,2.15
3542,14,2023-07-04,12.43,1.88
3543,29,2023-05-12,22.51,0.93
3544,16,2023-06-22,10.08,3.38
3545,10,2023-08-04,9.06,4.43
3546,4,2023-07-27,12.37,2.52
3547,18,2023-10-07,12.37,1.17
3548,28,2023-01-20,25.99,0.93
3549,28,2023-08-18,14.33,1.49
3550,13,2023-10-29,18.26,2.83
3551,15,2023-05-09,17.18,1.13
3552,20,2023-10-05,21.31,2.38
3553,33,2023-04-10,13.7,0.81
3554,20,2023-04-01,15.23,1.58
3555,21,2023-04-27,22.55,1.73
3556,25,2023-11-19,10.61,1.73
3557,20,2023-07-27,9.08,2.46
3558,9,2023-10-04,9.11,1.52
3559,4,2023-06-19,15.92,1.78
3560,22,2023-01-28,20.13,1.67
3561,29,2023-08-16,16.43,2.1
3562,18,2023-12-27,22.08,1.38
3563,4,2023-07-21,11.86,4.36
3564,24,2023-08-18,15.78,4.29
3565,22,2023-06-30,15.5,2.05
3566,6,2023-07-06,12.71,2.59
3567,26,2023-03-23,21.4,0.45
3568,14,2023-10-17,14.82,2.69
3569,12,2023-01-05,27.44,1.18
3570,3,2023-10-04,12.59,2.37
3571,22,2023-06-16,13.58,4.74
3572,7,2023-01-22,15.34,0.92
3573,32,2023-11-19,20.4,2.81
3574,20,2023-01-15,20.97,0.42
3575,7,2023-04-30,24.09,1.14
3576,7,2023-02-12,23.5,0.94
3577,7,2023-08-25,8.72,1.29
3578,33,2023-07-18,12.42,1.78
3579,7,2023-11-04,10.93,1.76
3580,2,2023-03-14,18.41,0.64
3581,22,2023-06-01,8.82,4.6
3582,29,2023-12-16,10.02,1.57
3583,25,2023-01-28,18.64,1.59
3584,12,2023-03-28,20.61,0.4
3585,2,2023-07-27,6.33,3.8
3586,24,2023-04-30,23.92,0.87
3587,21,2023-05-18,15.61,0.79
3588,6,2023-12-16,16.2,2.35
3589,12,2023-01-01,15.97,1.09
3590,6,2023-12-08,12.44,2.16
3591,9,2023-04-04,20.24,1.66
3592,29,2023-06-10,10.55,3.14
3593,23,2023-01-31,16.73,0.66
3594,1,2023-03-22,15.73,0.66
3595,27,2023-12-25,9.15,2.92
3596,4,2023-02-10,22.46,0.48
3597,21,2023-02-26,15.48,0.79
3598,22,2023-04-20,17.8,0.65
3599,12,2023-06-27,13.55,4.49
3600,17,2023-08-14,12.81,3.08
3601,22,2023-01-17,24.79,0.21
3602,29,2023-05-25,15.21,0.99
3603,3,2023-09-10,11.66,2.95
3604,7,2023-08-15,8.32,4.55
3605,13,2023-03-08,19.14,1.46
3606,30,2023-11-01,19.72,1.56
3607,4,2023-07-01,16.18,3.76
3608,24,2023-11-26,20.77,1.35
3609,2,2023-04-29,25.26,0.3
3610,5,2023-01-25,23.98,0.9
3611,1,2023-07-21,10.86,1.49
3612,19,2023-12-13,13.08,1.66
3613,14,2023-06-05,11.33,1.98
3614,1,2023-04-15,20.68,0.86
3615,8,2023-01-02,17.83,1.59
3616,18,2023-06-28,14.96,1.27
3617,9,2023-01-17,18.44,1.42
3618,14,2023-08-08,9.59,2.72
3619,3,2023-09-17,9.12,4.63
3620,19,2023-02-02,19.06,1.4
3621,5,2023-10-05,12.5,2.51
3622,20,2023-11-17,13.9,1.75
3623,7,2023-04-24,19.39,1.68
3624,22,2023-11-12,10.14,1.23
3625,12,2023-10-07,19.34,2.07
3626,23,2023-06-27,9.49,2.24
3627,16,2023-07-11,9.32,2.82
3628,22,2023-03-17,24.95,0.22
3629,3,2023-07-05,13.59,2.69
3630,25,2023-02-06,17.6,1.01
3631,3,2023-01-31,19.84,0.27
3632,27,2023-09-07,13.54,3.94
3633,1,2023-11-26,13.08,1.17
3634,2,2023-07-23,8.26,4.07
3635,28,2023-10-08,12.37,2.55
3636,4,2023-02-07,21.29,1.43
3637,25,2023-08-13,13.91,2.41
3638,31,2023-05-15,24.36,1.34
3639,3,2023-12-23,12.42,2.2
3640,16,2023-09-03,11.8,2.49
3641,33,2023-05-17,18.76,0.71
3642,9,2023-04-22,25.16,1.13
3643,13,2023-10-19,11.64,1.94
3644,19,2023-06-07,6.9,2.24
3645,24,2023-04-26,20.16,1.05
3646,2,2023-01-02,25.89,1.77
3647,26,2023-09-09,9.95,3.14
3648,30,2023-07-13,15.2,2.06
3649,11,2023-06-21,13.69,4.36
3650,21,2023-01-05,23.12,0.72
3651,14,2023-03-24,27.95,1.61
3652,23,2023-01-06,23.0,0.78
3653,5,2023-09-10,14.79,2.34
3654,14,2023-07-14,11.56,3.05
3655,21,2023-05-11,27.8,1.49
3656,9,2023-07-20,12.47,2.83
3657,12,2023-05-27,19.24,1.57
3658,7,2023-08-24,12.36,4.13
3659,17,2023-04-05,19.96,1.41
3660,4,2023-11-18,20.14,1.66
3661,12,2023-12-05,11.03,1.36
3662,10,2023-04-23,26.3,1.3
3663,15,2023-06-07,14.36,2.37
3664,22,2023-02-18,23.31,1.23
3665,5,2023-01-08,15.37,1.75
3666,3,2023-10-20,10.86,1.52
3667,3,2023-11-26,11.04,1.0
3668,27,2023-12-13,15.88,1.32
3669,3,2023-07-02,12.64,2.62
3670,16,2023-01-03,18.06,1.23
3671,27,2023-09-19,14.0,2.03
3672,17,2023-05-05,26.66,1.2
3673,1,2023-03-19,15.16,0.86
3674,8,2023-02-15,17.75,1.49
3675,25,2023-07-21,11.43,2.39
3676,29,2023-04-23,13.43,0.65
3677,9,2023-11-12,15.77,2.2
3678,1,2023-05-25,16.22,0.38
3679,22,2023-08-22,11.27,3.88
3680,22,2023-10-16,19.49,0.83
3681,29,2023-06-15,9.73,2.73
3682,12,2023-02-14,27.63,1.0
3683,11,2023-10-31,11.42,1.66
3684,28,2023-06-09,11.47,3.61
3685,11,2023-07-22,6.6,2.6
3686,3,2023-04-29,19.66,0.65
3687,16,2023-08-03,11.56,2.49
3688,12,2023-01-05,25.49,0.3
3689,10,2023-08-23,16.67,1.82
3690,24,2023-07-01,9.51,4.23
3691,12,2023-02-09,27.04,0.35
3692,17,2023-08-25,16.22,2.18
3693,30,2023-01-13,21.69,0.31
3694,9,2023-01-01,16.5,0.92
3695,29,2023-02-28,20.84,1.04
3696,6,2023-06-26,11.74,4.65
3697,11,2023-04-26,14.78,0.45
3698,1,2023-04-03,25.07,0.32
3699,13,2023-08-09,13.37,2.94
3700,11,2023-02-20,16.53,1.69
3701,11,2023-02-04,16.14,0.66
3702,23,2023-09-26,9.32,1.72
3703,8,2023-09-25,9.27,3.65
3704,32,2023-01-03,23.77,1.5
3705,24,2023-10-17,12.29,0.88
3706,7,2023-08-11,16.43,1.25
3707,7,2023-02-27,26.13,1.53
3708,33,2023-08-12,15.95,2.59
3709,14,2023-10-02,13.39,2.13
3710,24,2023-06-20,15.33,1.67
3711,6,2023-10-29,18.69,1.26
3712,21,2023-10-19,15.74,2.68
3713,30,2023-12-20,11.35,1.33
3714,31,2023-03-27,12.49,0.43
3715,7,2023-07-15,8.15,1.93
3716,3,2023-12-29,10.04,2.59
3717,4,2023-06-23,16.88,2.66
3718,16,2023-09-03,6.92,2.01
3719,14,2023-02-04,25.33,1.28
3720,25,2023-11-08,21.98,0.83
3721,10,2023-09-18,15.0,3.02
3722,31,2023-03-30,24.25,1.12
3723,33,2023-05-22,19.08,1.27
3724,22,2023-06-09,15.83,2.22
3725,4,2023-12-03,11.01,1.75
3726,7,2023-09-21,8.83,2.75
3727,9,2023-03-28,25.04,1.12
3728,31,2023-03-25,21.32,1.28
3729,1,2023-01-28,26.57,1.71
3730,12,2023-10-10,18.78,1.85
3731,14,2023-11-11,14.84,1.59
3732,19,2023-10-02,12.42,1.51
3733,9,2023-11-17,15.5,2.09
3734,15,2023-03-11,15.81,1.75
3735,10,2023-01-31,19.48,1.11
3736,17,2023-02-15,22.97,1.18
3737,18,2023-05-23,19.21,1.48
3738,32,2023-05-23,14.93,1.11
3739,14,2023-03-09,18.85,1.19
3740,8,2023-02-03,14.69,1.44
3741,27,2023-07-04,8.66,4.41
3742,13,2023-12-25,20.88,1.6
3743,1,2023-12-11,15.71,2.34
3744,9,2023-11-18,8.25,0.98
3745,1,2023-03-07,16.99,1.1
3746,3,2023-11-21,8.4,1.41
3747,14,2023-01-26,24.08,0.22
3748,18,2023-12-23,13.02,2.85
3749,10,2023-04-23,22.78,0.69
3750,9,2023-03-08,11.8,1.14
3751,29,2023-09-12,8.67,4.66
3752,23,2023-03-07,22.6,1.76
3753,7,2023-05-05,24.57,0.97
3754,24,2023-04-10,23.29,1.5
3755,3,2023-03-08,18.7,0.3
3756,33,2023-02-17,19.42,0.41
3757,27,2023-06-21,13.53,3.65
3758,4,2023-07-28,17.65,3.46
3759,17,2023-07-22,15.13,2.17
3760,13,2023-01-02,19.3,1.67
3761,4,2023-06-26,15.28,3.56
3762,15,2023-08-14,9.52,3.71
3763,30,2023-08-24,15.89,2.03
3764,23,2023-07-23,14.04,2.62
3765,7,2023-11-09,10.11,2.48
3766,15,2023-03-09,15.32,0.6
3767,5,2023-12-17,18.26,2.43
3768,2,2023-11-30,11.28,2.87
3769,11,2023-11-03,10.77,2.99
3770,6,2023-08-01,14.5,2.61
3771,5,2023-08-29,8.17,2.35
3772,20,2023-07-13,9.97,3.44
3773,3,2023-03-23,15.61,0.67
3774,14,2023-03-03,25.63,0.57
3775,2,2023-05-15,20.44,0.51
3776,16,2023-10-05,16.22,2.18
3777,18,2023-02-04,26.03,0.31
3778,25,2023-07-20,10.48,1.76
3779,11,2023-03-19,14.86,0.36
3780,6,2023-04-14,20.99,1.15
3781,8,2023-08-03,14.07,2.7
3782,32,2023-01-08,20.84,1.79
3783,33,2023-01-29,20.27,1.12
3784,24,2023-07-27,17.88,4.78
3785,24,2023-08-02,12.16,3.49
3786,26,2023-08-24,13.78,3.79
3787,3,2023-07-16,13.99,2.31
3788,15,2023-12-25,18.81,2.24
3789,26,2023-03-20,18.89,1.48
3790,6,2023-10-20,14.25,1.06
3791,33,2023-07-21,16.76,2.73
3792,24,2023-07-05,13.34,4.11
3793,4,2023-06-05,17.33,4.34
3794,19,2023-05-11,19.75,1.07
3795,20,2023-12-02,13.4,1.82
3796,3,2023-08-14,14.08,3.82
3797,28,2023-07-20,7.22,1.62
3798,13,2023-12-17,21.62,2.67
3799,20,2023-11-06,15.87,2.16
3800,13,2023-04-26,18.59,1.47
3801,27,2023-06-26,12.41,3.7
3802,1,2023-06-04,12.83,2.75
3803,25,2023-03-27,17.28,1.72
3804,30,2023-04-08,26.28,1.51
3805,9,2023-03-28,24.27,1.26
3806,25,2023-03-10,17.66,1.42
3807,28,2023-03-02,17.66,0.9
3808,6,2023-06-01,9.87,2.73
3809,10,2023-05-11,23.0,0.38
3810,14,2023-07-30,10.08,3.66
3811,9,2023-06-25,12.96,3.19
3812,21,2023-05-17,16.39,0.89
3813,10,2023-02-21,24.1,1.3
3814,33,2023-09-20,7.93,4.69
3815,3,2023-10-01,9.29,1.28
3816,32,2023-11-01,14.9,1.52
3817,7,2023-11-15,20.49,0.97
3818,27,2023-03-17,16.67,0.81
3819,16,2023-06-09,10.58,1.26
3820,6,2023-12-03,10.11,1.37
3821,25,2023-05-15,22.13,1.43
3822,15,2023-04-13,22.59,1.11
3823,22,2023-05-03,19.06,1.59
3824,9,2023-05-25,17.6,0.68
3825,30,2023-04-06,21.84,1.31
3826,24,2023-12-08,14.7,0.86
3827,4,2023-07-06,8.67,4.24
3828,16,2023-04-26,12.43,1.15
3829,16,2023-05-14,14.21,0.57
3830,13,2023-01-18,18.36,0.26
3831,16,2023-02-09,14.12,1.24
3832,6,2023-12-28,15.11,2.55
3833,24,2023-12-09,10.66,2.76
3834,32,2023-07-27,17.35,1.26
3835,2,2023-07-11,15.9,2.05
3836,18,2023-07-09,15.78,2.25
3837,30,2023-07-19,12.24,3.04
3838,18,2023-09-13,12.46,3.78
3839,22,2023-08-21,13.49,3.03
3840,26,2023-10-28,22.76,2.87
3841,18,2023-11-22,22.32,2.74
3842,22,2023-04-13,17.07,0.76
3843,24,2023-05-03,17.16,1.78
3844,28,2023-07-09,8.63,2.52
3845,31,2023-05-19,14.4,0.56
3846,26,2023-07-17,11.44,3.5
3847,33,2023-07-15,7.59,3.26
3848,5,2023-08-09,15.06,3.96
3849,14,2023-05-24,17.14,1.66
3850,9,2023-02-10,21.95,0.21
3851,12,2023-06-25,16.24,3.85
3852,19,2023-07-09,11.37,1.37
3853,2,2023-10-02,15.18,2.48
3854,1,2023-10-21,14.33,2.27
3855,22,2023-11-13,13.74,2.06
3856,20,2023-09-18,11.88,2.29
3857,6,2023-06-24,15.68,3.91
3858,12,2023-07-24,12.32,2.76
3859,10,2023-06-15,14.41,4.12
3860,24,2023-10-22,18.13,1.99
3861,25,2023-07-23,17.92,3.99
3862,20,2023-08-17,9.19,3.21
3863,12,2023-02-27,20.6,1.47
3864,16,2023-01-07,12.27,0.86
3865,30,2023-05-22,17.48,0.43
3866,9,2023-05-03,16.47,1.28
3867,24,2023-10-29,14.26,2.08
3868,8,2023-05-17,19.93,1.14
3869,12,2023-07-17,14.17,1.62
3870,8,2023-05-27,14.69,1.48
3871,4,2023-12-08,15.75,2.35
3872,17,2023-11-30,15.97,0.89
3873,13,2023-05-07,25.68,0.3
3874,11,2023-08-01,15.62,1.98
3875,8,2023-06-04,10.76,1.43
3876,21,2023-06-08,16.79,4.73
3877,14,2023-01-29,17.08,0.67
3878,29,2023-10-18,8.63,2.53
3879,27,2023-04-23,16.74,1.14
3880,30,2023-04-26,13.57,1.34
3881,7,2023-12-15,15.03,2.39
3882,2,2023-01-16,23.28,0.34
3883,8,2023-09-11,11.42,3.54
3884,23,2023-03-27,20.21,0.49
3885,10,2023-03-03,24.63,1.8
3886,6,2023-07-08,16.81,4.0
3887,29,2023-02-17,18.3,0.74
3888,18,2023-06-12,9.54,2.7
3889,11,2023-04-18,14.37,0.61
3890,24,2023-12-03,20.62,2.93
3891,18,2023-04-01,28.13,0.51
3892,28,2023-09-16,16.11,1.71
3893,30,2023-05-13,20.13,1.23
3894,18,2023-12-15,16.4,2.89
3895,32,2023-01-25,18.05,1.04
3896,8,2023-09-12,6.39,4.27
3897,13,2023-11-26,15.5,2.34
3898,11,2023-11-28,16.37,2.29
3899,2,2023-12-21,14.31,1.41
3900,27,2023-06-24,12.63,4.66
3901,10,2023-04-24,25.16,0.37
3902,29,2023-08-25,6.68,3.0
3903,29,2023-03-09,23.3,0.7
3904,28,2023-07-24,14.12,4.55
3905,21,2023-07-28,12.43,2.08
3906,13,2023-04-10,27.39,0.96
3907,30,2023-01-02,18.73,0.77
3908,8,2023-05-23,17.56,1.28
3909,4,2023-11-27,14.93,1.51
3910,3,2023-11-19,15.53,1.25
3911,23,2023-03-20,15.81,1.31
3912,29,2023-10-02,18.84,1.33
3913,5,2023-01-13,15.54,1.27
3914,24,2023-06-16,14.13,2.81
3915,3,2023-01-19,11.95,0.35
3916,2,2023-03-19,23.11,0.92
3917,31,2023-12-16,17.91,2.06
3918,12,2023-03-07,23.53,1.69
3919,5,2023-06-08,8.51,3.15
3920,12,2023-06-13,9.45,2.49
3921,30,2023-12-06,10.8,1.21
3922,13,2023-03-03,27.62,1.18
3923,28,2023-01-14,25.6,0.91
3924,20,2023-04-27,22.4,0.25
3925,8,2023-04-22,18.21,1.1
3926,26,2023-09-28,9.14,4.04
3927,6,2023-09-11,10.08,2.83
3928,11,2023-01-18,19.69,1.79
3929,13,2023-03-04,15.93,1.09
3930,13,2023-07-13,13.84,1.45
3931,23,2023-06-29,13.32,2.23
3932,10,2023-09-23,8.53,1.84
3933,26,2023-04-01,26.5,0.37
3934,2,2023-11-04,13.83,1.23
3935,12,2023-10-22,12.82,1.25
3936,32,2023-05-07,20.28,0.58
3937,23,2023-03-07,14.33,1.48
3938,24,2023-11-12,16.4,1.15
3939,23,2023-12-04,14.64,0.95
3940,14,2023-05-01,23.15,0.74
3941,10,2023-03-28,14.94,0.49
3942,10,2023-11-24,13.64,2.57
3943,29,2023-04-27,14.88,0.38
3944,13,2023-09-25,13.7,3.21
3945,12,2023-01-01,16.13,0.66
3946,19,2023-07-06,9.03,1.87
3947,31,2023-12-20,11.4,0.88
3948,15,2023-07-01,13.5,4.76
3949,15,2023-03-08,21.86,0.78
3950,15,2023-08-05,13.66,3.26
3951,28,2023-02-14,24.96,1.19
3952,33,2023-06-29,13.17,2.0
3953,3,2023-08-29,8.77,2.44
3954,26,2023-02-16,15.13,0.7
3955,4,2023-10-10,15.56,2.12
3956,30,2023-01-24,26.11,0.58
3957,33,2023-04-06,14.96,1.59
3958,25,2023-11-07,21.68,1.87
3959,32,2023-03-03,15.0,0.98
3960,33,2023-03-23,14.36,1.61
3961,13,2023-07-15,15.62,2.07
3962,3,2023-02-20,23.02,1.22
3963,1,2023-09-09,18.62,4.73
3964,8,2023-03-21,11.68,0.39
3965,26,2023-02-21,22.63,1.73
3966,23,2023-11-27,20.91,2.05
3967,15,2023-10-13,11.07,1.16
3968,12,2023-12-28,20.04,2.1
3969,6,2023-09-10,12.61,2.88
3970,28,2023-12-29,17.81,2.69
3971,17,2023-10-01,12.77,1.29
3972,17,2023-07-26,13.83,4.49
3973,31,2023-04-13,16.49,0.64
3974,21,2023-08-15,10.1,2.12
3975,17,2023-03-09,15.02,1.15
3976,10,2023-04-18,17.42,1.18
3977,14,2023-12-20,12.02,1.05
3978,10,2023-03-14,21.0,1.02
3979,11,2023-12-31,11.45,2.62
3980,33,2023-01-09,15.45,0.78
3981,7,2023-11-08,15.35,2.71
3982,19,2023-05-10,18.26,0.84
3983,10,2023-06-27,13.28,2.34
3984,10,2023-12-07,18.0,1.35
3985,12,2023-04-02,26.39,0.64
3986,23,2023-07-27,16.91,2.34
3987,4,2023-07-13,16.51,2.63
3988,12,2023-11-13,13.82,1.3
3989,22,2023-04-19,25.4,0.69
3990,24,2023-12-02,13.98,1.23
3991,4,2023-07-19,17.34,2.08
3992,16,2023-11-22,10.61,2.88
3993,31,2023-05-06,24.22,0.6
3994,5,2023-11-28,19.25,1.35
3995,8,2023-09-30,6.48,4.15
3996,4,2023-05-20,24.53,0.67
3997,26,2023-12-17,12.05,1.25
3998,32,2023-05-22,24.18,1.74
3999,7,2023-05-01,16.31,1.51
4000,1,2023-09-06,11.36,3.65
4001,21,2023-04-28,15.01,1.14
4002,20,2023-03-04,17.8,1.68
4003,21,2023-03-18,17.9,0.84
4004,1,2023-12-04,21.17,1.76
4005,5,2023-04-23,16.21,1.08
4006,25,2023-03-31,26.13,0.89
4007,26,2023-12-05,12.56,1.64
4008,4,2023-09-18,17.27,1.46
4009,19,2023-12-06,13.3,2.23
4010,26,2023-04-28,16.07,0.75
4011,31,2023-12-03,18.9,0.87
4012,24,2023-07-17,15.44,4.23
4013,5,2023-06-10,9.64,1.97
4014,18,2023-09-01,18.0,3.95
4015,3,2023-07-05,5.74,1.96
4016,21,2023-05-09,22.54,0.87
4017,5,2023-03-31,19.93,1.72
4018,5,2023-07-08,11.07,4.37
4019,6,2023-08-08,13.73,1.64
4020,18,2023-02-06,25.28,1.03
4021,5,2023-10-17,11.57,1.44
4022,22,2023-06-18,13.07,3.37
4023,28,2023-05-20,26.66,1.57
4024,2,2023-10-19,10.7,2.5
4025,6,2023-10-23,9.22,1.09
4026,25,2023-10-31,12.77,2.11
4027,14,2023-10-30,13.36,1.6
4028,21,2023-08-19,10.27,2.41
4029,32,2023-07-03,16.81,4.79
4030,12,2023-01-31,24.47,1.12
4031,31,2023-01-01,21.53,1.43
4032,9,2023-01-10,21.51,0.33
4033,17,2023-03-28,17.47,0.75
4034,28,2023-03-23,18.28,0.75
4035,1,2023-02-06,26.1,1.4
4036,32,2023-02-19,13.45,0.67
4037,9,2023-12-05,14.65,1.06
4038,6,2023-03-18,14.12,1.53
